X	Y	DBH	HT
152.04	19.2	11.43	10.36
55.73	19.51	11.68	10.36
117.3	19.51	23.62	15.54
197.46	19.51	16.76	14.02
153.87	19.81	15.49	12.8
13.36	20.42	17.02	13.72
125.53	20.42	12.45	9.75
187.71	20.73	11.43	11.89
14.58	21.03	15.49	12.8
7.26	21.64	12.7	13.72
79.81	21.64	13.72	10.36
164.54	21.64	17.02	12.19
50.85	21.95	18.29	15.54
82.24	21.95	11.43	10.36
129.49	22.25	17.53	10.36
30.73	23.16	13.21	10.97
191.36	23.16	11.68	10.36
196.24	23.47	13.21	14.02
7.26	23.77	13.97	14.02
70.97	24.08	12.7	11.89
124.61	24.08	12.45	10.67
7.87	24.69	18.29	13.72
28.9	24.69	11.43	10.97
120.04	24.69	12.7	10.97
122.48	24.99	15.24	11.89
14.88	25.6	12.19	10.67
159.97	25.6	16	12.19
1.78	25.91	22.1	14.33
51.76	25.91	14.73	11.89
102.97	25.91	20.83	13.11
192.89	25.91	18.54	17.07
133.76	26.21	11.68	9.45
8.79	26.52	23.37	14.02
74.32	26.52	13.97	15.24
135.28	26.52	11.94	10.06
99.01	26.82	11.68	9.14
152.65	26.82	23.88	13.41
175.51	27.43	16.51	12.19
23.42	27.74	14.48	12.19
127.96	27.74	13.97	11.89
35	28.04	14.99	14.94
98.7	28.04	12.19	9.75
149.91	28.35	13.72	10.36
172.16	28.65	13.97	12.8
133.76	28.96	16.26	9.75
128.57	29.57	12.19	10.67
169.72	29.57	12.45	7.92
11.23	29.87	23.62	14.63
186.49	29.87	15.49	12.19
17.32	30.18	13.21	14.63
36.83	30.48	14.73	11.89
153.26	30.48	25.4	15.85
139.85	30.78	22.35	16.76
192.89	30.78	12.7	12.19
15.49	31.09	15.24	15.85
60.6	31.09	11.68	11.58
102.06	31.09	11.68	8.53
188.92	31.39	12.95	11.89
100.53	31.7	12.19	9.75
198.68	31.7	14.22	13.11
17.02	32	14.48	11.89
163.93	32	22.61	15.54
51.16	32.92	18.54	13.41
98.4	32.92	13.97	12.5
188.32	32.92	13.46	13.11
188.01	33.22	15.75	13.41
103.28	33.53	21.59	14.63
31.34	33.83	12.7	9.75
71.27	33.83	16.76	14.02
97.79	33.83	15.24	12.8
174.6	33.83	13.21	10.67
11.84	34.14	17.02	14.02
152.35	34.14	13.21	8.84
43.23	34.44	11.68	10.97
178.56	34.75	24.64	17.07
24.94	35.05	18.8	15.24
194.11	35.05	15.24	13.41
100.84	35.66	11.68	10.06
172.16	35.97	19.81	14.63
152.35	36.27	19.05	14.94
88.34	36.88	13.97	11.58
186.79	36.88	12.7	11.89
51.76	37.19	13.21	13.41
138.33	37.19	14.73	12.19
155.7	37.49	10.16	8.84
35.31	37.8	13.21	10.97
154.48	37.8	15.75	12.5
35.92	38.1	12.19	10.36
200.2	38.1	10.67	10.97
159.66	38.71	14.73	11.58
84.38	39.01	13.72	10.67
130.1	39.01	13.97	10.97
100.23	39.32	14.73	11.28
144.73	39.32	18.03	13.41
60.6	39.62	13.46	12.19
91.69	39.62	11.68	10.67
124.61	39.62	12.19	11.58
151.74	39.62	15.75	12.19
189.84	39.62	11.43	12.5
54.51	39.93	9.91	12.8
127.66	39.93	11.94	10.06
198.98	40.23	19.81	17.07
44.14	40.54	16.51	13.41
107.85	40.54	11.68	10.36
160.27	41.15	18.29	13.11
8.48	41.45	11.68	8.23
93.22	41.45	16.51	10.97
145.34	41.45	17.53	14.02
201.12	41.45	16.51	13.11
17.02	41.76	17.27	12.8
93.52	41.76	12.7	10.36
32.56	42.06	12.95	9.14
162.41	42.06	14.99	11.28
2.69	42.37	16.51	14.02
89.56	42.37	30.48	16.76
113.03	42.37	12.19	13.41
113.03	42.67	14.73	12.19
145.34	42.67	16.51	14.02
32.87	42.98	17.02	11.28
93.83	42.98	17.27	13.41
145.03	42.98	15.75	13.72
47.19	43.28	30.48	17.68
10.31	43.59	14.73	10.97
15.49	43.59	21.08	14.63
20.68	44.2	18.03	13.11
115.16	44.2	11.68	10.97
150.22	44.2	12.45	8.23
57.56	44.5	11.43	13.11
157.23	44.5	13.21	10.36
51.46	44.81	14.22	11.58
118.21	44.81	19.56	13.11
8.18	45.11	18.03	14.02
74.32	45.11	13.21	13.41
51.16	45.42	16.26	10.06
22.2	46.02	12.45	9.45
158.14	46.02	19.3	14.63
40.49	46.33	16.76	10.36
61.52	46.63	12.45	10.06
114.55	46.63	14.73	13.41
63.35	46.94	12.19	9.45
177.65	46.94	12.45	12.5
21.89	47.24	11.94	8.53
73.41	47.24	24.89	15.54
166.37	47.24	15.49	14.63
33.78	47.55	11.43	10.36
145.95	47.55	17.78	13.11
190.75	47.55	14.48	11.89
37.74	47.85	13.46	8.84
174.29	47.85	11.68	11.58
82.24	48.16	12.45	9.14
88.04	48.46	16.26	12.5
41.1	48.77	12.19	10.36
103.28	48.77	15.24	15.54
105.41	49.07	14.73	12.8
180.7	49.07	11.68	11.28
29.82	50.29	12.7	10.06
68.22	50.29	14.99	11.89
106.93	50.29	13.72	13.72
40.18	50.9	22.61	14.94
158.75	50.9	13.46	12.19
12.75	51.21	12.19	10.06
103.28	51.21	14.99	12.8
172.77	51.21	17.02	13.72
94.44	51.51	36.83	17.68
104.8	51.82	14.22	13.41
10.31	52.12	13.72	11.28
89.86	52.12	12.19	11.89
22.5	52.43	13.46	9.75
143.51	52.43	24.38	16.46
1.47	52.73	16.51	11.58
46.28	52.73	14.48	10.67
184.96	52.73	15.24	12.8
124.31	53.04	24.38	16.76
188.01	53.04	12.7	12.19
154.48	53.34	21.08	14.63
64.87	53.64	14.48	13.11
182.83	53.64	11.68	12.19
130.71	53.95	15.24	13.72
162.71	53.95	13.97	12.5
118.82	54.25	16.26	15.54
186.79	54.25	14.48	11.58
172.16	54.56	18.54	14.63
49.63	54.86	19.81	14.02
100.53	54.86	11.68	9.14
151.74	55.17	12.19	12.19
69.75	55.47	11.68	11.28
129.18	55.47	19.05	14.63
29.51	55.78	16	11.89
166.67	55.78	11.43	10.97
92.61	56.08	16	12.5
141.68	56.08	13.97	12.19
48.11	56.39	11.68	10.06
86.21	56.69	12.7	10.67
123.39	56.69	21.84	16.15
41.71	57	11.68	9.14
67.31	57	19.05	14.63
103.89	57.3	14.73	9.45
130.1	57.3	12.19	12.19
181	57.3	14.73	13.11
86.21	57.61	14.48	10.67
156.62	57.61	11.94	12.5
131.62	57.91	26.92	18.9
163.32	57.91	11.43	10.67
26.16	58.22	14.48	10.36
104.8	58.52	25.15	17.98
154.18	58.52	23.37	17.07
135.28	58.83	17.78	14.63
20.98	59.74	11.43	10.06
164.54	59.74	15.49	14.33
183.13	59.74	14.48	11.89
108.76	60.05	14.73	11.58
81.33	60.35	13.97	8.53
169.42	60.66	22.35	15.54
148.39	60.96	13.97	10.06
76.76	61.26	11.43	8.23
120.34	61.26	14.22	6.4
166.98	61.26	14.48	10.67
130.4	61.57	20.57	16.15
196.24	61.87	13.21	9.75
59.69	62.18	21.08	12.8
123.09	62.18	13.72	10.36
27.08	62.48	22.1	14.02
99.92	62.48	12.45	11.58
161.8	63.09	22.86	17.07
94.13	63.4	12.19	10.36
170.33	63.4	15.49	14.33
6.65	63.7	12.95	11.89
58.17	63.7	13.72	10.67
166.37	63.7	22.61	18.59
186.79	64.01	11.43	8.23
86.21	64.31	19.05	13.11
139.24	64.62	20.83	11.58
37.13	64.92	19.3	12.8
144.12	64.92	19.05	12.5
9.7	65.23	18.54	13.11
198.07	65.23	14.99	10.67
121.87	65.53	13.72	9.75
129.49	65.84	24.38	16.15
55.12	66.45	12.95	10.36
64.26	66.75	14.73	12.5
62.43	67.36	17.27	12.8
129.18	67.36	12.19	10.06
162.41	67.36	56.9	23.77
45.36	67.67	22.61	14.33
171.25	67.67	19.81	15.24
64.26	67.97	18.54	13.41
168.5	68.28	27.18	15.24
47.5	68.58	15.49	11.28
35.31	68.88	11.68	9.75
33.78	69.49	17.27	12.5
173.38	69.49	23.11	18.59
185.57	69.49	17.27	10.06
129.18	69.8	16.76	10.06
37.44	70.1	22.35	12.8
53.9	70.41	16.51	14.33
12.45	71.02	23.37	14.02
35.61	71.63	12.45	8.84
95.05	71.93	26.67	14.94
64.57	72.24	11.43	9.45
118.21	72.54	19.56	13.41
35.31	72.85	17.02	9.14
198.68	72.85	15.24	9.45
66.7	73.15	19.3	12.19
111.81	73.15	14.48	9.14
163.63	73.15	13.97	10.67
12.75	73.76	14.48	12.8
193.19	74.07	16	14.02
72.19	74.37	20.83	14.33
43.84	74.68	12.19	10.67
97.79	74.68	21.08	14.33
172.47	74.98	21.84	16.46
51.16	75.29	22.86	16.46
109.07	75.59	14.48	13.11
168.5	75.59	16.26	13.72
42.62	75.9	14.48	14.33
69.44	76.2	13.72	10.36
138.94	76.2	28.7	10.97
144.12	76.2	12.7	10.97
51.46	76.5	21.59	15.54
149	76.5	13.97	9.45
61.82	76.81	27.94	16.46
141.38	76.81	13.72	10.67
153.87	77.11	20.57	10.67
117.3	77.42	22.86	16.76
67.92	77.72	12.19	11.58
154.79	78.64	73.66	21.95
39.57	79.25	12.7	10.67
67	79.55	18.8	10.06
60.91	79.86	13.72	11.89
102.36	79.86	18.8	9.75
88.04	80.77	17.78	11.89
169.42	80.77	17.27	13.11
25.86	81.69	24.64	16.15
113.33	81.69	26.92	14.94
30.43	81.99	12.19	9.14
81.64	82.91	17.53	12.5
184.96	83.52	17.27	13.11
97.48	83.82	12.95	8.53
173.68	83.82	12.95	10.06
90.47	84.12	13.46	9.45
98.4	84.43	13.46	9.45
191.06	84.43	21.08	16.46
70.97	84.73	17.02	11.89
195.02	84.73	48.77	24.69
163.63	85.04	13.21	10.06
86.82	85.34	15.49	12.5
101.75	85.95	20.83	16.15
165.46	85.95	18.54	14.33
84.38	86.26	16.51	10.67
16.41	86.56	17.78	10.36
149.3	86.56	19.3	13.11
88.65	86.87	14.48	11.58
13.06	87.48	23.62	15.85
127.36	87.48	22.35	14.94
181.3	87.48	60.96	26.52
24.94	88.09	19.81	13.72
102.97	88.09	24.64	15.24
132.84	88.09	22.61	16.76
181.3	88.39	62.74	26.52
64.87	89	15.24	10.06
93.83	89.31	15.24	9.45
156.01	89.61	11.68	10.67
77.37	90.22	15.75	10.36
160.27	90.22	14.73	13.72
59.38	90.53	18.03	10.97
157.53	90.53	14.22	11.58
27.99	90.83	12.45	10.06
57.86	90.83	16.76	10.06
146.25	90.83	22.86	13.72
41.1	91.14	19.3	14.02
19.46	91.44	12.45	9.75
74.93	92.05	18.29	16.15
197.46	92.35	15.49	11.89
156.31	92.66	21.08	13.41
42.32	92.96	18.54	13.72
127.96	92.96	11.43	6.71
9.09	93.27	17.27	11.58
37.13	93.57	16	11.28
187.1	93.57	12.19	10.67
83.16	93.88	23.11	15.54
153.57	94.49	13.21	9.14
110.59	94.79	18.8	13.41
168.5	94.79	21.08	15.85
89.26	95.1	17.53	13.11
90.17	95.4	20.83	14.94
84.07	95.71	11.94	10.67
164.54	95.71	13.21	24.08
72.49	96.01	19.05	23.77
10.31	96.32	13.72	9.75
125.83	96.32	21.84	14.33
41.4	96.62	14.99	10.97
112.42	96.62	23.88	13.72
94.74	96.93	20.83	12.5
51.76	97.23	12.45	9.45
21.28	97.54	14.48	10.97
116.38	98.15	26.92	14.63
176.43	98.15	20.57	14.94
181.3	98.45	15.75	13.41
40.79	98.76	11.94	9.14
137.11	98.76	27.69	15.54
190.45	99.36	11.43	9.14
74.93	99.67	21.34	14.63
98.09	99.97	22.1	17.07
193.5	100.28	21.84	15.54
39.27	100.58	12.7	7.62
184.96	100.58	14.22	12.5
141.38	100.89	28.19	16.76
164.54	101.19	11.43	8.84
185.88	101.5	17.02	11.58
124.31	101.8	15.24	11.28
99.31	102.11	17.02	12.8
56.64	102.41	12.95	8.84
126.75	102.41	15.75	11.58
155.7	102.72	15.24	10.06
72.19	103.02	13.97	10.67
142.6	103.02	12.19	9.14
185.57	103.02	11.68	12.19
108.46	103.33	23.88	16.46
19.76	103.63	15.24	11.28
51.16	103.63	16.51	12.8
3.3	104.24	12.19	9.75
171.55	104.24	15.24	12.19
39.27	104.55	12.19	9.75
89.86	104.55	16	9.14
13.66	104.85	16.26	13.11
173.08	104.85	16.26	13.11
17.63	105.16	12.19	9.45
41.71	105.16	11.94	10.06
24.03	105.46	16.26	11.89
151.13	105.46	18.54	14.94
59.38	105.77	22.86	14.33
171.86	106.07	18.8	11.58
72.8	106.38	12.7	11.58
124.92	106.38	24.13	16.15
29.82	106.68	17.27	11.89
159.66	106.68	22.35	16.15
133.45	106.98	18.8	14.94
127.66	107.29	20.57	14.94
123.7	107.59	25.4	18.29
83.77	107.9	14.99	12.8
179.17	107.9	17.27	12.8
19.76	108.51	19.05	14.33
93.52	108.51	11.43	9.14
141.68	108.81	28.7	17.07
77.37	109.42	20.32	17.98
188.32	109.42	15.75	12.8
45.06	109.73	12.7	8.84
97.18	109.73	16.51	12.19
198.37	110.03	13.72	10.36
30.12	110.34	28.96	15.54
86.51	110.95	11.43	6.4
80.11	111.25	17.27	10.97
24.03	111.56	14.48	11.58
156.31	111.56	19.81	14.94
45.36	111.86	16.51	11.28
59.69	112.17	26.92	16.76
52.37	112.78	20.32	13.72
26.16	113.08	12.45	10.67
169.11	113.08	18.03	13.41
24.94	113.39	16.26	11.28
39.57	113.69	14.99	8.84
30.12	114	12.45	8.53
156.01	114	25.65	17.37
58.47	114.6	12.7	10.97
112.42	114.91	13.21	10.97
44.75	115.21	12.45	7.92
165.46	115.21	16	14.33
50.85	115.52	16.26	11.58
91.39	115.52	27.94	14.33
36.22	115.82	20.57	13.41
136.5	115.82	16.26	13.11
4.22	116.43	25.91	15.24
60.3	116.43	14.22	11.58
171.55	116.43	12.19	10.06
34.7	116.74	12.45	10.97
47.8	117.04	20.83	14.02
144.12	117.04	21.08	15.24
34.39	117.35	12.45	10.97
2.39	118.57	14.99	5.49
185.27	118.57	18.29	15.54
38.35	118.87	21.59	13.72
63.35	118.87	13.21	11.28
98.7	119.18	22.35	17.07
132.54	119.18	8.89	9.14
55.12	119.48	14.99	11.58
51.16	119.79	12.7	9.45
64.57	120.09	11.68	10.36
83.46	120.4	15.49	11.28
47.19	120.7	17.27	11.58
48.41	121.01	19.05	13.41
87.43	121.31	16.26	10.97
167.59	121.31	16	11.28
78.89	121.62	20.83	16.76
43.54	121.92	30.48	18.29
91.39	121.92	13.97	8.53
57.25	122.22	12.45	11.28
10.31	122.53	20.32	13.72
47.8	122.53	12.19	11.89
111.51	122.53	21.34	17.68
5.44	123.75	14.99	12.5
48.72	124.36	17.78	16.76
38.96	124.97	16.51	13.11
77.06	124.97	11.43	9.75
102.97	125.27	24.38	14.63
45.97	125.58	26.92	15.85
20.07	126.49	11.94	11.28
104.8	126.49	25.15	14.94
9.09	126.8	13.97	10.97
20.37	127.41	14.22	12.8
13.36	127.71	22.1	11.58
11.84	128.02	22.61	18.29
200.81	128.02	11.94	9.45
70.36	128.63	22.1	14.94
164.54	128.93	23.88	19.2
6.65	129.24	15.75	14.33
116.99	129.24	22.35	13.41
72.19	129.54	13.72	11.89
66.7	130.15	15.49	12.19
45.06	130.45	17.53	14.02
162.71	130.45	26.16	19.2
78.59	130.76	13.46	10.97
155.4	131.06	14.22	12.8
173.99	131.37	26.16	20.42
106.63	131.67	21.34	14.94
100.53	131.98	18.54	14.94
170.94	131.98	21.34	17.37
3.3	132.59	21.34	17.68
86.51	132.59	28.7	19.2
149.91	132.59	11.43	10.36
1.78	132.89	17.27	12.5
134.37	132.89	40.64	23.77
69.14	133.2	15.24	13.72
187.1	133.2	27.69	20.42
3.3	133.5	18.03	15.24
57.56	134.11	19.81	12.8
46.58	134.72	16.26	13.72
41.4	135.03	16	13.11
43.23	135.64	29.97	10.97
77.06	135.94	11.68	7.62
70.36	136.25	14.99	13.11
164.24	136.25	13.97	13.41
3	137.16	17.78	15.24
47.8	137.16	27.18	19.51
189.84	137.77	13.72	13.41
195.63	138.07	11.94	11.58
2.39	138.38	14.48	11.89
102.06	138.38	21.84	18.59
73.1	138.68	23.37	17.37
13.97	139.29	20.07	15.85
158.14	139.29	23.11	14.94
174.29	139.9	12.19	9.75
10.62	140.21	19.05	16.46
119.13	140.21	18.54	15.54
2.08	140.51	19.05	15.85
108.15	140.51	24.13	16.46
167.89	140.51	25.91	16.76
86.82	141.43	22.35	15.24
116.38	142.34	23.11	16.15
65.48	142.65	13.46	9.75
170.64	142.95	17.78	12.5
178.87	143.26	29.97	20.73
93.52	143.56	30.73	19.81
38.66	143.87	29.97	18.29
5.74	144.17	14.22	14.94
14.88	144.17	20.07	15.54
82.55	144.78	16.76	13.72
90.78	145.39	18.29	13.72
14.88	145.69	14.99	13.41
31.04	145.69	23.88	16.76
191.06	145.69	22.1	10.06
56.64	146	21.84	16.15
109.07	146.61	18.8	17.07
114.86	146.91	17.02	14.63
76.15	147.22	20.57	16.76
13.97	147.52	18.54	13.11
60.91	147.52	26.16	19.81
12.75	148.13	14.99	11.89
48.41	148.13	18.54	14.63
38.96	148.44	13.21	11.28
123.39	149.35	15.75	12.19
27.69	149.66	12.95	11.58
60.3	150.27	12.45	10.97
44.45	150.88	15.75	13.41
125.53	151.18	33.02	21.64
75.23	151.49	24.89	18.9
34.7	153.01	14.99	12.5
71.27	153.31	14.48	13.11
81.64	153.62	25.15	19.2
44.45	153.92	14.48	12.8
127.66	154.23	31.5	22.25
47.19	154.53	23.88	20.42
63.65	154.84	16	14.94
61.82	155.14	25.65	19.2
15.49	155.75	14.48	13.11
86.82	155.75	23.62	17.98
123.39	156.06	26.42	19.81
81.03	156.36	14.99	12.5
92.3	156.67	29.21	19.51
34.39	157.28	16.76	13.41
17.02	157.58	12.45	10.06
102.06	157.58	29.46	19.51
63.65	158.19	12.45	14.33
61.21	158.5	17.53	16.46
127.05	158.5	21.34	15.54
8.18	159.41	16.51	16.15
84.68	159.72	15.49	14.63
75.23	160.32	18.29	16.76
77.98	160.63	23.62	16.15
49.63	160.93	16.51	10.97
50.24	161.24	18.03	11.58
10.31	161.54	16.51	14.94
113.33	161.54	15.49	15.24
63.04	161.85	20.07	15.54
20.07	162.15	18.8	13.41
111.2	162.15	23.37	17.98
44.75	162.46	24.38	14.94
159.97	162.46	11.68	8.53
45.67	163.07	40.64	21.95
54.2	163.37	17.78	16.46
32.56	163.68	17.02	14.02
37.74	164.29	18.03	14.94
83.46	164.29	11.94	7.62
99.92	165.2	22.61	15.85
12.45	165.81	13.21	10.67
44.45	166.42	13.97	13.11
67.61	166.42	15.49	13.72
4.52	166.73	11.94	10.97
67	166.73	18.54	14.02
161.49	166.73	13.72	10.67
87.43	167.03	20.83	14.02
23.11	167.34	14.73	12.19
57.86	167.64	14.73	15.24
118.82	167.64	12.45	14.02
159.66	167.64	11.68	7.01
63.65	167.94	19.56	14.94
11.84	168.25	15.24	12.8
98.4	168.55	22.35	14.63
199.59	168.55	23.11	15.24
5.13	168.86	16.76	14.94
42.32	168.86	18.29	13.72
195.02	168.86	21.59	14.02
12.45	169.47	18.8	13.72
90.47	169.47	20.57	15.24
35	169.77	17.27	12.8
80.72	170.08	20.57	12.19
82.24	170.38	20.07	16.15
42.01	170.69	11.94	10.67
13.36	170.99	28.45	16.15
99.31	170.99	16	14.02
70.66	171.3	19.05	14.02
127.05	171.3	11.68	11.89
169.72	171.3	64.26	25.3
84.38	171.6	14.22	9.14
46.89	171.91	18.29	14.02
73.41	172.52	19.3	13.72
188.32	172.52	20.83	13.11
39.57	172.82	23.88	14.94
88.95	173.43	24.89	14.33
91.39	173.74	19.81	14.02
24.94	174.35	23.62	14.94
10.62	174.96	14.73	12.8
191.97	174.96	25.4	17.07
29.82	175.56	11.94	9.14
195.02	175.56	13.72	11.89
5.13	175.87	15.49	13.41
55.42	175.87	13.97	14.94
129.18	175.87	16.76	13.72
52.07	176.17	14.73	11.89
110.9	176.17	18.03	15.54
90.17	176.48	24.13	16.46
170.03	176.48	21.08	17.98
86.21	176.78	20.32	14.33
30.73	177.09	37.59	24.38
107.24	177.09	16	12.5
101.45	177.39	14.22	14.94
153.87	178	14.73	11.89
69.44	178.31	14.73	10.36
78.59	178.92	15.75	9.75
200.51	179.22	13.46	11.89
49.63	179.53	17.78	13.41
161.19	179.53	13.72	11.28
3.61	179.83	13.72	11.58
188.32	179.83	19.3	15.85
70.05	180.14	22.35	14.33
3	180.44	16	11.58
102.06	180.44	17.02	10.97
2.39	180.75	19.3	13.11
77.37	182.27	21.84	14.63
43.84	182.58	25.15	14.63
48.11	182.88	13.21	10.36
166.67	182.88	21.08	18.29
27.99	183.18	39.88	23.16
58.47	184.4	15.49	13.41
17.93	184.71	17.78	13.72
61.82	185.01	19.56	13.41
26.16	185.32	21.84	14.63
86.82	185.32	23.11	15.24
163.02	185.32	19.56	17.98
9.7	185.62	15.49	11.28
176.73	185.62	20.83	16.76
174.9	186.23	14.99	14.63
2.69	186.84	22.35	15.85
70.66	187.15	19.3	13.72
25.86	187.45	24.38	14.63
105.1	187.45	21.84	15.85
48.72	187.76	11.68	10.67
156.31	187.76	24.38	18.29
8.79	188.06	16.26	13.41
76.15	188.37	17.53	11.89
79.81	188.98	21.84	13.41
47.8	189.28	18.54	14.33
6.04	189.59	21.84	15.54
157.23	189.89	15.75	13.41
49.63	190.2	19.05	14.02
40.49	190.5	22.35	15.85
19.15	190.8	16.76	11.89
67	190.8	18.54	14.02
29.51	191.11	45.97	23.16
60.3	191.11	23.37	17.68
143.2	191.11	23.62	17.68
73.1	192.33	16.76	14.33
1.78	192.94	17.78	12.8
21.89	193.24	13.46	11.58
191.67	193.24	15.75	13.11
19.46	193.85	13.97	11.28
166.98	193.85	17.02	15.85
55.42	194.16	18.29	15.85
90.78	194.16	29.21	18.9
17.02	194.77	15.49	12.8
45.36	195.07	24.38	15.85
25.86	195.38	14.99	13.41
18.24	195.99	19.81	14.63
131.93	195.99	84.07	29.87
64.87	196.29	17.78	15.24
3.61	196.6	12.45	10.06
40.79	196.6	21.59	15.54
67.92	196.9	16.51	12.5
104.5	197.21	12.95	13.11
142.6	197.21	13.72	13.72
6.65	197.51	11.68	12.19
74.32	197.51	25.4	17.37
45.67	197.82	17.78	12.8
139.85	197.82	12.19	12.8
88.34	198.12	18.8	11.89
41.1	198.42	16.26	11.89
10.92	198.73	15.49	12.19
141.99	198.73	18.29	14.63
52.07	199.34	17.27	13.11
141.38	199.34	16.26	13.41
77.98	199.64	15.75	10.36
93.22	199.95	17.53	12.19
76.45	0	20.07	15.54
60.3	0.3	21.59	14.63
69.44	0.61	26.92	20.42
148.69	0.61	17.53	13.72
44.14	0.91	24.13	17.37
67	0.91	17.27	16.15
30.73	1.22	12.45	11.58
144.73	1.22	14.73	9.45
180.09	1.22	13.46	14.02
72.8	1.52	20.83	17.07
134.06	1.83	16.51	11.89
103.28	2.13	17.02	13.72
138.63	2.44	18.29	12.19
161.49	2.74	25.91	15.24
158.75	3.05	19.05	13.72
33.17	3.66	13.46	9.14
141.99	3.96	21.08	15.85
198.37	4.27	14.73	12.8
48.11	4.57	14.22	11.89
132.84	4.88	16.26	12.19
32.87	5.18	14.99	10.67
63.04	5.49	11.68	9.14
53.9	5.79	28.45	17.98
50.24	6.1	15.75	12.5
115.77	6.1	19.81	14.63
188.32	6.1	27.94	16.46
177.95	6.71	14.22	12.19
44.45	7.01	19.3	14.94
71.58	7.62	14.22	12.5
156.92	7.62	19.81	13.11
61.21	7.92	22.1	15.24
114.55	7.92	16.51	13.72
68.22	8.23	13.46	11.58
57.25	8.53	12.19	9.14
120.95	9.14	24.64	17.07
183.13	9.14	26.92	19.81
174.29	9.45	26.42	15.85
149	9.75	15.75	12.19
28.6	10.06	13.21	10.36
3	10.36	19.56	13.11
42.32	10.67	12.95	9.75
36.52	10.97	12.7	10.06
171.55	10.97	14.22	9.14
184.35	10.97	16.51	14.63
63.65	11.58	17.53	14.02
187.71	11.58	31.24	21.95
42.01	12.19	15.49	12.19
132.23	12.19	11.68	9.14
84.68	13.11	15.24	13.41
7.87	13.41	30.23	15.85
65.18	13.41	11.68	8.53
45.36	14.33	12.45	9.75
104.8	14.94	11.68	10.67
170.33	15.24	17.53	13.11
126.75	15.85	11.94	7.32
155.7	15.85	15.24	9.45
77.37	16.15	13.72	11.28
137.11	16.15	11.43	10.67
84.99	16.76	12.45	9.14
170.03	17.07	16	12.5
134.37	17.37	26.16	17.37
83.16	17.68	11.68	9.14
184.66	17.68	18.03	15.54
0.86	17.98	20.32	14.63
178.56	17.98	14.22	11.89
35.61	18.29	11.68	8.84
145.03	18.29	12.19	10.97
173.08	18.29	25.4	15.54
128.57	18.9	15.24	10.36
165.46	18.9	13.46	11.28
172.77	19.51	15.75	10.67
21.59	19.81	15.49	12.5
159.05	19.81	12.95	7.32
27.99	20.12	20.57	13.72
29.21	20.42	19.3	14.94
57.25	20.73	11.43	9.45
127.96	21.03	11.43	10.06
33.48	21.34	17.02	10.67
139.55	21.34	21.34	11.58
184.96	21.34	17.27	13.41
25.55	21.64	11.68	8.23
189.53	21.64	26.67	18.29
194.72	22.56	14.48	13.72
63.35	22.86	19.05	13.11
147.47	23.16	23.88	17.07
51.46	23.47	20.07	16.76
16.71	23.77	15.24	12.5
179.48	23.77	11.43	10.67
97.79	24.08	13.46	10.36
6.65	24.38	12.7	11.28
44.14	24.38	26.92	13.72
19.46	24.69	14.99	12.19
120.65	24.69	13.46	11.28
182.83	24.69	26.42	15.85
48.41	24.99	19.81	14.63
144.42	24.99	20.57	14.63
177.04	25.3	16.51	12.5
34.09	25.6	12.7	11.58
71.88	25.6	14.73	13.11
169.72	25.6	16	12.19
16.41	25.91	13.97	11.28
113.64	25.91	14.22	11.28
33.48	26.21	20.83	14.63
86.82	26.21	12.95	11.89
102.36	26.52	12.7	10.67
174.9	26.52	14.22	12.19
172.47	26.82	14.22	11.89
34.39	27.43	13.97	15.85
30.73	27.74	13.97	11.58
76.76	27.74	13.72	13.41
35.31	28.04	14.73	15.54
124.31	28.04	24.89	15.85
66.7	28.35	23.37	15.85
77.98	28.35	11.43	10.36
184.96	28.35	13.72	11.28
70.66	28.65	13.21	13.41
172.77	28.65	14.48	12.5
39.27	28.96	15.24	12.5
165.76	28.96	12.19	10.06
55.12	29.26	11.94	10.06
159.66	29.26	15.49	11.28
82.24	29.57	17.27	13.41
135.28	29.57	19.05	16.46
195.02	29.57	17.27	11.89
42.01	29.87	14.22	13.11
17.93	30.18	11.68	11.58
114.86	30.18	22.35	16.46
63.04	30.48	14.22	11.58
11.84	30.78	23.37	14.63
179.17	30.78	18.03	13.41
25.55	31.09	13.21	10.36
76.15	31.09	15.49	12.19
166.98	31.09	10.67	9.75
106.93	31.39	16.26	14.94
159.05	31.39	12.7	11.89
111.2	31.7	16.76	15.54
175.51	31.7	15.75	12.8
56.95	32	15.24	12.8
77.06	32.31	12.19	12.19
164.85	32.92	12.45	11.89
70.36	33.22	15.24	13.41
191.67	33.22	16.76	8.23
27.99	33.53	16.51	14.33
144.73	33.53	28.96	16.15
62.13	33.83	15.24	11.89
141.68	33.83	11.94	10.67
95.35	34.14	21.84	15.54
45.36	34.44	16.51	13.11
70.97	34.44	13.46	11.58
77.98	35.05	11.68	11.58
27.38	35.36	13.46	8.23
172.16	35.36	12.7	13.11
9.7	35.66	18.03	13.41
101.45	35.66	12.19	10.06
10.01	35.97	14.22	12.19
168.81	36.27	15.75	13.41
138.63	36.58	15.49	12.5
124.31	36.88	19.3	13.72
63.04	37.19	17.53	12.19
141.07	37.19	14.48	11.89
120.95	37.49	12.7	11.58
48.41	37.8	14.48	13.41
167.28	37.8	16.26	10.36
52.98	38.1	12.7	14.02
108.76	38.4	24.89	15.54
73.71	38.71	13.72	10.97
58.17	39.01	13.97	13.41
173.38	39.32	14.99	11.28
